olympus_id,created_at,created_by,updated_at,updated_by,cusip,isin,sedol,occ_symbol,issuer_olympus_id,ultimate_issuer_olympus_id,description,quote_currency,round_lot,price_factor,minimum_piece,coupon,maturity,ticker,amount_outstanding,market_sector_description,maturity_type,collateral_type,issue_date,first_settle_date,days_to_settle,figi,asset_type,price
481525,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR001400KWR6,BL572C8,,52688,1215444,ELOFR 6 03/22/29 EMTN,EUR,100000,0.01,100000,6,3/22/2029,ELOFR,750000000,Corp,CALLABLE,SR UNSECURED,9/22/2023,9/22/2023,2,BBG01JDFZZP6,Bond,94.09
481533,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,28228PAC5,US28228PAC59,BR1YSV6,,653727,3144009,EGBLFN 12 11/30/28 144A,USD,1000,0.01,200000,12,11/30/2028,EGBLFN,1100000000,Corp,CALLABLE,SR SECURED,11/20/2023,11/20/2023,2,BBG01K200S63,Bond,75.96
481607,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2404741238,BNVRSH3,,7079057,6263352,ASSDLN 4.5 02/16/26 REGS,GBP,1000,0.01,100000,4.5,2/16/2026,ASSDLN,500000000,Corp,CALLABLE,SR SECURED,11/5/2021,11/5/2021,2,BBG0136H21J3,Bond,82.4
481948,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2626699982,BNRQXS0,,7007550,7007550,SANTAN V5.75 08/23/33 EMTN,EUR,100000,0.01,100000,5.75,8/23/2033,SANTAN,1500000000,Corp,CALLABLE,SUBORDINATED,5/23/2023,5/23/2023,2,BBG01GNG60G8,Bond,78.52
482084,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2615006983,BMWJJC3,,5579973,6769717,CABBCO F 05/01/28 REGS,EUR,1000,0.01,100000,9.175,5/1/2028,CABBCO,250000000,Corp,CALLABLE,SR SECURED,4/28/2023,4/28/2023,2,BBG01G93QXT5,Bond,95.27
482368,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,86964WAJ1,US86964WAJ18,BM8TGP9,,1550369,3657425,SUZANO 3.75 01/15/31,USD,1000,0.01,1000,3.75,1/15/2031,SUZANO,1250000000,Corp,CALLABLE,COMPANY GUARNT,9/14/2020,9/14/2020,2,BBG00X8QXQM3,Bond,76.68
482519,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2231189924,BM9BWQ7,,4349532,6158842,VMED 4 01/31/29 REGS,GBP,1000,0.01,100000,4,1/31/2029,VMED,600000000,Corp,CALLABLE,SR SECURED,9/24/2020,9/24/2020,2,BBG00X6ZGSH6,Bond,71.01
482780,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2228214362,BMX6G99,,5075165,5799012,AGRFIN 1.5 09/15/30,GBP,1000,0.01,100000,1.5,9/15/2030,AGRFIN,300000000,Corp,CALLABLE,SR UNSECURED,9/15/2020,9/15/2020,2,BBG00X6ZK1F2,Bond,76.88
482844,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,05523RAE7,US05523RAE71,BMZ6CX3,,2729720,2729720,BALN 3 09/15/50 144A,USD,1000,0.01,200000,3,9/15/2050,BALN,1000000000,Corp,CALLABLE,SR UNSECURED,9/15/2020,9/15/2020,2,BBG00X70FD31,Bond,97.79
482978,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2483510470,BMXP0Q1,,783500,5952003,LOARRE 6.5 05/15/29 REGS,EUR,1000,0.01,100000,6.5,5/15/2029,LOARRE,500000000,Corp,CALLABLE,SR SECURED,5/20/2022,5/20/2022,2,BBG0178HB399,Bond,82.19
483112,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2225204010,BMF69W1,,909135,909135,VOD V3 08/27/80,EUR,1000,0.01,100000,3,8/27/2080,VOD,1000000000,Corp,CALLABLE,JR SUBORDINATED,8/27/2020,8/27/2020,2,BBG00WXVZR79,Bond,92.2
483238,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR0010039008,7748927,,1841826,1841826,ORAFP 5.625 01/23/34 EMTN,GBP,1000,0.01,1000,5.625,1/23/2034,ORAFP,500000000,Corp,AT MATURITY,SR UNSECURED,1/23/2004,1/23/2004,2,BBG00004WKX4,Bond,64.37
483247,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,DE000CZ439T8,BRBCFH5,,919175,919175,CMZB V4.625 01/17/31 EMTN,EUR,100000,0.01,100000,4.625,1/17/2031,CMZB,750000000,Corp,CALLABLE,SR NON-PREFERRED,1/17/2024,1/17/2024,2,BBG01KYG7YQ1,Bond,104.9
483395,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,83368RBV3,US83368RBV33,BP2RDR1,,3248614,3248614,SOCGEN V5.519 01/19/28 144A,USD,1000,0.01,200000,5.519,1/19/2028,SOCGEN,1150000000,Corp,CALLABLE,SR UNSECURED,1/19/2024,1/19/2024,2,BBG01KZJ4LR4,Bond,70.17
483520,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,22535EAC1,US22535EAC12,BR04PF0,,3911058,6079775,ACAFP 5.301 07/12/28 REGS,USD,1000,0.01,250000,5.301,7/12/2028,ACAFP,1200000000,Corp,AT MATURITY,SR PREFERRED,1/12/2023,1/12/2023,2,BBG01C816950,Bond,61.38
483820,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1371533867,BYXFDC2,,3399442,3399452,THAMES 3.5 02/25/28 EMTN,GBP,1000,0.01,100000,3.5,2/25/2028,THAMES,300000000,Corp,AT MATURITY,SR SECURED,2/25/2016,2/25/2016,2,BBG00C6LG002,Bond,78.57
483977,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR001400FDC8,BPTJR78,,5467514,2763526,EDF 4.625 01/25/43 EMTN,EUR,100000,0.01,100000,4.625,1/25/2043,EDF,1000000000,Corp,CALLABLE,SR UNSECURED,1/25/2023,1/25/2023,2,BBG01CFT82B7,Bond,79.29
484043,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,904678AU3,US904678AU32,BMG6YD6,,2340609,2340609,UCGIM V2.569 09/22/26 144A,USD,1000,0.01,350000,2.569,9/22/2026,UCGIM,1000000000,Corp,CALLABLE,SR NON-PREFERRED,9/22/2020,9/22/2020,2,BBG00XD1VBZ3,Bond,76.44
484083,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2758078930,BNTYZB9,,1550069,3939371,ADRBID 6.75 02/15/31 REGS,EUR,1000,0.01,100000,6.75,2/15/2031,ADRBID,300000000,Corp,CALLABLE,SR SECURED,2/5/2024,2/5/2024,3,BBG01L4Z6JC9,Bond,86
484582,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2748964850,BP2R887,,6269851,6269851,FEDRIG F 01/15/30 REGS,EUR,1000,0.01,100000,7.97,1/15/2030,FEDRIG,665000000,Corp,CALLABLE,SR SECURED,1/22/2024,1/22/2024,2,BBG01KXZ19W4,Bond,85.54
484636,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS0179137194,,,3108424,4374116,MABLN 6.013 12/15/28 B2,GBP,1000,0.0067338,1000,6.013,12/15/2028,MABLN,239960000,Corp,SINKABLE,SECURED,11/13/2003,11/13/2003,2,BBG0000504W3,Bond,71.55
484700,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2573569576,BNNLZN8,,4545944,4545944,DANBNK V4.125 01/10/31,EUR,1000,0.01,100000,4.125,1/10/2031,DANBNK,1000000000,Corp,CALLABLE,SR PREFERRED,1/10/2023,1/10/2023,2,BBG01C6SSRZ6,Bond,71.37
484713,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS0178489844,3367531,,3117171,4770583,YTLPMK 5.75 10/14/33,GBP,1000,0.01,1000,5.75,10/14/2033,YTLPMK,350000000,Corp,AT MATURITY,COMPANY GUARNT,10/15/2003,10/15/2003,2,BBG00006N9X4,Bond,62.28
484918,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR00140005C6,BKSB1D4,,1830033,6387829,ETLFP 1.5 10/13/28,EUR,100000,0.01,100000,1.5,10/13/2028,ETLFP,600000000,Corp,CALLABLE,SR UNSECURED,10/13/2020,10/13/2020,2,BBG00XS47M02,Bond,90.58
485111,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2760863329,,,6870463,2092807,LHMCFI 6.5 03/15/29 REGS,EUR,1000,0.01,100000,6.5,3/15/2029,LHMCFI,450000000,Corp,CALLABLE,SR SECURED,2/13/2024,2/13/2024,9,BBG01L7Z8YZ6,Bond,100.02
485462,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR001400EHG3,BPG8PF2,,3248614,3248614,SOCGEN V4.25 12/06/30 EMTN,EUR,100000,0.01,100000,4.25,12/6/2030,SOCGEN,1500000000,Corp,CALLABLE,SR NON-PREFERRED,12/8/2022,12/8/2022,2,BBG01BVNLK92,Bond,61.09
485791,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2560496197,BPCPTM2,,909135,909135,VOD 5.125 12/02/52 EMTN,GBP,1000,0.01,100000,5.125,12/2/2052,VOD,600000000,Corp,CALLABLE,SR UNSECURED,12/2/2022,12/2/2022,2,BBG01BTPKG27,Bond,88.59
485828,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2456432413,BPGM8J9,,3979311,3979311,RABOBK V4.875 PERP,EUR,200000,0.01,200000,4.875,,RABOBK,1000000000,Corp,PERP/CALL,JR SUBORDINATED,4/6/2022,4/6/2022,2,BBG016FVMZ99,Bond,79.38
485861,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1134541561,BSL0MC0,,10626,10626,AXASA V5.453 PERP eMTN,GBP,1000,0.01,100000,5.453,,AXASA,723925000,Corp,PERP/CALL,JR SUBORDINATED,11/7/2014,11/7/2014,2,BBG007HHSN70,Bond,61.67
485877,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,225313AQ8,US225313AQ88,BQS6X24,,3911058,6079775,ACAFP V6.251 01/10/35 144A,USD,1000,0.01,250000,6.251,1/10/2035,ACAFP,1500000000,Corp,CALLABLE,SUBORDINATED,1/10/2024,1/10/2024,2,BBG01KV92VM5,Bond,93.63
486088,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1186176571,BVVJ8H5,,2291310,5996263,HTHROW 1.5 02/11/30 EMTN,EUR,1000,0.01,100000,1.5,2/11/2030,HTHROW,750000000,Corp,CALLABLE,SR SECURED,2/11/2015,2/11/2015,2,BBG0081YMS64,Bond,98.29
486343,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2569776136,BM8NSR7,,3117171,4770583,YTLPMK 5.125 10/31/32,GBP,1000,0.01,100000,5.125,10/31/2032,YTLPMK,300000000,Corp,CALLABLE,COMPANY GUARNT,3/31/2023,3/31/2023,2,BBG01G1MZMM2,Bond,99.1
486645,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2480050090,BP94SM5,,919178,919178,DB V4 06/24/26,GBP,100000,0.01,100000,4,6/24/2026,DB,650000000,Corp,CALLABLE,SR NON-PREFERRED,5/24/2022,5/24/2022,2,BBG017JLK9W9,Bond,98.25
486661,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1346228577,BZ8TPS6,,10626,10626,AXASA V3.375 07/06/47 EMTN,EUR,1000,0.01,100000,3.375,7/6/2047,AXASA,1500000000,Corp,CALLABLE,SUBORDINATED,3/30/2016,3/30/2016,2,BBG00CKGFW08,Bond,96.1
486689,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2582195207,BPQZ1V1,,6382648,3827268,HESLAN 4 02/04/30 EMTN,EUR,100000,0.01,100000,4,2/4/2030,HESLAN,750000000,Corp,AT MATURITY,SR NON-PREFERRED,2/3/2023,2/3/2023,2,BBG01DC6NZ73,Bond,82.15
486916,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2243548273,BLPK4C1,,364743,364743,CHEPDE 4.375 01/15/28 REGS,EUR,1000,0.01,100000,4.375,1/15/2028,CHEPDE,575000000,Corp,CALLABLE,SR SECURED,10/15/2020,10/15/2020,2,BBG00XRR28C5,Bond,69.03
486976,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,16412EAA5,US16412EAA55,BMDZ1J1,,364743,364743,CHEPDE 5.5 01/15/28 144a,USD,1000,0.01,200000,5.5,1/15/2028,CHEPDE,500000000,Corp,CALLABLE,SR SECURED,10/15/2020,10/15/2020,2,BBG00XRR7CN9,Bond,78.6
486987,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS0306772699,B1YYD83,,1161435,80,BRITEL 6.375 06/23/37 EMTN,GBP,1000,0.01,50000,6.375,6/23/2037,BRITEL,500000000,Corp,AT MATURITY,SR UNSECURED,6/21/2007,6/21/2007,2,BBG0000JG811,Bond,60.73
487065,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2751667150,BPYTKP2,,7007550,7007550,SANTAN V5 04/22/34 EMTN,EUR,100000,0.01,100000,5,4/22/2034,SANTAN,1250000000,Corp,CALLABLE,SUBORDINATED,1/22/2024,1/22/2024,2,BBG01L0FH2R6,Bond,81.91
487124,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2576550326,BQJXZ84,,3399442,3399452,THAMES 4 04/18/27 EMTN,EUR,1000,0.01,100000,4,4/18/2027,THAMES,650000000,Corp,CALLABLE,SR SECURED,1/18/2023,1/18/2023,2,BBG01C9H05J3,Bond,95.42
487207,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR001400NCB6,BQGGNJ3,,3248614,3248614,SOCGEN V5.75 01/22/32 EMTN,GBP,100000,0.01,100000,5.75,1/22/2032,SOCGEN,650000000,Corp,CALLABLE,SR UNSECURED,1/22/2024,1/22/2024,2,BBG01L0FWB44,Bond,96.46
487258,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2576550672,BQFM9R2,,3399442,3399452,THAMES 4.375 01/18/31 EMTN,EUR,1000,0.01,100000,4.375,1/18/2031,THAMES,1000000000,Corp,CALLABLE,SR SECURED,1/18/2023,1/18/2023,2,BBG01C9H05N8,Bond,68.09
487425,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,05578BAY2,US05578BAY20,BKZ6ZF2,,2042118,651977,BPCEGP 5.125 01/18/28 REGS,USD,1000,0.01,250000,5.125,1/18/2028,BPCEGP,600000000,Corp,AT MATURITY,SR PREFERRED,1/18/2023,1/18/2023,2,BBG01C99X9L4,Bond,90.63
487725,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2470988101,BPLQ5Y0,,6213565,2202805,MRWLN 5.5 11/04/27 REGS,GBP,1000,0.01,100000,5.5,11/4/2027,MRWLN,1075000100,Corp,CALLABLE,SR SECURED,5/13/2022,5/13/2022,2,BBG0173VF987,Bond,78.2
487861,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR001400F5X9,BQ2K764,,1427965,1427965,BNP 5.75 06/13/32 EMTN,GBP,100000,0.01,100000,5.75,6/13/2032,BNP,850000000,Corp,AT MATURITY,SR NON-PREFERRED,1/13/2023,1/13/2023,2,BBG01C952LQ4,Bond,104.02
488055,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2450200741,BLNBCX3,,5267215,6398834,UNANA 1.25 02/28/31 EMTN,EUR,1000,0.01,100000,1.25,2/28/2031,UNANA,650000000,Corp,CALLABLE,COMPANY GUARNT,2/28/2022,2/28/2022,2,BBG015L1H0R3,Bond,82.77
488219,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,29278GBB3,US29278GBB32,BQBBRQ8,,4305040,5189777,ENELIM 7.75 10/14/52 144A,USD,1000,0.01,200000,7.75,10/14/2052,ENELIM,1000000000,Corp,CALLABLE,COMPANY GUARNT,10/14/2022,10/14/2022,2,BBG019Z0H225,Bond,70.43
488221,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,USN30707AT57,BLFDXX4,,4305040,5189777,ENELIM 7.5 10/14/32 REGS,USD,1000,0.01,200000,7.5,10/14/2032,ENELIM,1250000000,Corp,CALLABLE,COMPANY GUARNT,10/14/2022,10/14/2022,2,BBG019Z0H430,Bond,69.85
488464,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR0011949403,BN33DD0,,29787,2763526,CNPFP V4.25 06/05/45,EUR,100000,0.01,100000,4.25,6/5/2045,CNPFP,500000000,Corp,CALLABLE,SUBORDINATED,6/5/2014,6/5/2014,2,BBG006KCPMZ3,Bond,102.73
488896,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,00687YAC9,US00687YAC93,BQXJCN2,,301598,5441403,ADNT 8.25 04/15/31 144A,USD,1000,0.01,2000,8.25,4/15/2031,ADNT,500000000,Corp,CALLABLE,COMPANY GUARNT,3/14/2023,3/14/2023,2,BBG01FP4YJ64,Bond,68.95
489026,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,06279JAB5,US06279JAB52,BMGCCD0,,3266441,3266441,BKIR V2.029 09/30/27 144A,USD,1000,0.01,200000,2.029,9/30/2027,BKIR,1000000000,Corp,CALLABLE,SR UNSECURED,9/30/2021,9/30/2021,2,BBG012PNBQ06,Bond,89.98
489028,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2390152986,BMXJS36,,5190986,1932647,SFRFP 4.25 10/15/29 REGs,EUR,1000,0.01,100000,4.25,10/15/2029,SFRFP,800000000,Corp,CALLABLE,SR SECURED,10/6/2021,10/6/2021,2,BBG012PNNMD8,Bond,72.15
489247,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1473485925,BDBBRT0,,3250175,3250175,HSBC 2.625 08/16/28,GBP,1000,0.01,100000,2.625,8/16/2028,HSBC,1000000000,Corp,AT MATURITY,SR UNSECURED,8/16/2016,8/16/2016,2,BBG00DK9TZ19,Bond,99.27
489289,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,780153BS0,US780153BS09,BQ0QJG8,,3639014,3639014,RCL 8.25 01/15/29 144A,USD,1000,0.01,2000,8.25,1/15/2029,RCL,1000000000,Corp,CALLABLE,SR SECURED,10/6/2022,10/6/2022,2,BBG019SP2RM7,Bond,65.24
489759,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2598746290,BNYD3D9,,6709600,1154028,AALLN 4.5 09/15/28 EMTN,EUR,1000,0.01,100000,4.5,9/15/2028,AALLN,500000000,Corp,CALLABLE,COMPANY GUARNT,3/15/2023,3/15/2023,2,BBG01FSN1BW3,Bond,79.54
489896,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2552367687,BNNPGH1,,1814013,1814013,BACR V8.407 11/14/32 EMTN,GBP,1000,0.01,100000,8.407,11/14/2032,BACR,1000000000,Corp,CALLABLE,SUBORDINATED,11/14/2022,11/14/2022,2,BBG01BFCH903,Bond,94.71
490049,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2550063478,BPYRV86,,557695,3288040,SAZGR 7.5 08/21/26 REGS,EUR,1000,0.01,100000,7.5,8/21/2026,SAZGR,1384999900,Corp,CALLABLE,SR SECURED,11/2/2022,11/2/2022,2,BBG01B4XQ570,Bond,86.12
490148,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,05565AAN3,US05565AAN37,BYV0501,,1427965,1427965,BNP V7.375 PERP 144a,USD,1000,0.01,200000,7.375,,BNP,1500000000,Corp,PERP/CALL,JR SUBORDINATED,8/19/2015,8/19/2015,2,BBG009S0CGR1,Bond,96.56
490375,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,03938LBF0,US03938LBF04,BP7LT92,,60305,60305,MTNA 6.8 11/29/32,USD,1000,0.01,2000,6.8,11/29/2032,MTNA,1000000000,Corp,CALLABLE,SR UNSECURED,11/29/2022,11/29/2022,2,BBG01BN3JS19,Bond,101.31
490682,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1079028566,BNH7004,,6355442,6355442,LGEN V5.5 06/27/64 EMTN,GBP,1000,0.01,100000,5.5,6/27/2064,LGEN,600000000,Corp,CALLABLE,SUBORDINATED,6/27/2014,6/27/2014,2,BBG006N6R702,Bond,90.06
490696,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR001400DY43,BQWMDM8,,1841826,1841826,ORAFP 3.625 11/16/31 EMTN,EUR,100000,0.01,100000,3.625,11/16/2031,ORAFP,750000000,Corp,CALLABLE,SR UNSECURED,11/16/2022,11/16/2022,2,BBG01BFN2KQ2,Bond,87.04
491206,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR0012990661,BYNYGR5,,6702271,421408,HUMNIS 5.75 10/22/25,EUR,100000,0.01,100000,5.75,10/22/2025,HUMNIS,250000000,Corp,AT MATURITY,SUBORDINATED,10/22/2015,10/22/2015,2,BBG00B3H7JM1,Bond,75.96
491588,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1489364395,BD8FDM0,,3284256,3385511,WPPLN 2.875 09/14/46 EMTN,GBP,1000,0.01,100000,2.875,9/14/2046,WPPLN,400000000,Corp,AT MATURITY,COMPANY GUARNT,9/14/2016,9/14/2016,2,BBG00DRFS2M9,Bond,71.82
491628,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2548508881,BQLR8Y1,,6269851,6269851,FEDRIG 11 10/25/27 REGS,EUR,1000,0.01,100000,11,10/25/2027,FEDRIG,356349000,Corp,CALLABLE,SR SECURED,10/25/2022,10/25/2022,2,BBG019ZY0PN5,Bond,93.79
491852,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1488459485,BDF5PP0,,8073,8073,AVLN V4.375 09/12/49 EMTN,GBP,1000,0.01,100000,4.375,9/12/2049,AVLN,400000000,Corp,CALLABLE,SUBORDINATED,9/12/2016,9/12/2016,2,BBG00DR8G3B8,Bond,75.73
491864,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2459544339,BMZQD29,,1221294,961292,EDPPL 1.875 09/21/29 EMTN,EUR,100000,0.01,100000,1.875,9/21/2029,EDPPL,1250000000,Corp,CALLABLE,SR UNSECURED,3/21/2022,3/21/2022,2,BBG0160XMRL5,Bond,66.65
492900,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,CH1174335732,BNHSZ46,,5203426,5203426,UBS V2.125 10/13/26,EUR,1000,0.01,100000,2.125,10/13/2026,UBS,2000000000,Corp,CALLABLE,SR UNSECURED,3/24/2022,3/24/2022,2,BBG01659K622,Bond,90.3
493028,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1043552261,BKX5B75,,363965,363965,LLOYDS V7.875 PERP,GBP,1000,0.01,200000,7.875,,LLOYDS,750009000,Corp,PERP/CALL,JR SUBORDINATED,4/1/2014,4/1/2014,2,BBG00664LM72,Bond,61.32
493278,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,046353AZ1,US046353AZ13,BMWC900,,918921,918921,AZN 3 05/28/51,USD,1000,0.01,2000,3,5/28/2051,AZN,750000000,Corp,CALLABLE,SR UNSECURED,5/28/2021,5/28/2021,2,BBG0116YMZ58,Bond,65.92
493295,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,88167AAE1,US88167AAE10,BYZ6VH4,,3686604,2726659,TEVA 3.15 10/01/26,USD,1000,0.01,2000,3.15,10/1/2026,TEVA,3377664000,Corp,AT MATURITY,COMPANY GUARNT,7/21/2016,7/21/2016,2,BBG00DDM0BW8,Bond,62.09
493301,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2347663507,BN0ZMR6,,918921,918921,AZN 0.375 06/03/29 EMTN,EUR,1000,0.01,100000,0.375,6/3/2029,AZN,800000000,Corp,CALLABLE,SR UNSECURED,6/3/2021,6/3/2021,2,BBG01173DG48,Bond,96.37
493661,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR0013222551,BDFC9F9,,1583487,6076017,KLESIA 5.375 12/08/26,EUR,100000,0.01,100000,5.375,12/8/2026,KLESIA,160000000,Corp,AT MATURITY,SUBORDINATED,12/8/2016,12/8/2016,2,BBG00FFDV836,Bond,98.1
